location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Africa,OWID_AFR,1/9/2021,0,0,,,0,0,0,0,,,0,0,0
Africa,OWID_AFR,1/10/2021,0,0,,,500,500,0,0,,,0,500,0
Africa,OWID_AFR,1/11/2021,0,0,,,500,500,0,0,,,0,500,0
Africa,OWID_AFR,1/12/2021,0,0,,,500,500,0,0,,,0,500,0
Africa,OWID_AFR,1/13/2021,2000,2000,,,500,500,0,0,,,0,500,0
Africa,OWID_AFR,1/14/2021,2000,2000,,,1000,600,0,0,,,0,600,0
Africa,OWID_AFR,1/15/2021,4000,4000,,,1000,667,0,0,,,0,667,0
Africa,OWID_AFR,1/16/2021,7000,7000,,,3000,1000,0,0,,,1,1000,0
Africa,OWID_AFR,1/17/2021,7000,7000,,,1325,1118,0,0,,,1,1118,0
Africa,OWID_AFR,1/18/2021,7000,7000,,,1325,1236,0,0,,,1,1236,0
Africa,OWID_AFR,1/19/2021,10976,10976,,,1325,1354,0,0,,,1,1354,0
Africa,OWID_AFR,1/20/2021,13163,13163,,,2187,1595,0,0,,,1,1595,0
Africa,OWID_AFR,1/21/2021,13163,13163,,,1864,1718,0,0,,,1,1718,0
Africa,OWID_AFR,1/22/2021,16890,16890,,,1864,1841,0,0,,,1,1841,0
Africa,OWID_AFR,1/23/2021,18353,18353,,,1463,1622,0,0,,,1,1622,0
Africa,OWID_AFR,1/24/2021,18353,18353,,,768,1542,0,0,,,1,1542,0
Africa,OWID_AFR,1/25/2021,19889,19889,,,987,1682,0,0,,,1,1682,0
Africa,OWID_AFR,1/26/2021,22712,22712,,,3072,1926,0,0,,,1,1926,0
Africa,OWID_AFR,1/27/2021,25587,25587,,,3124,2024,0,0,,,1,2024,0
Africa,OWID_AFR,1/28/2021,28779,28779,,,3441,2214,0,0,,,2,2214,0
Africa,OWID_AFR,1/29/2021,30861,30861,,,47331,47245,0,0,,,33,2245,0
Africa,OWID_AFR,1/30/2021,122206,32206,,,46685,47267,0.01,0,,,33,2267,0
Africa,OWID_AFR,1/31/2021,158206,32206,,,44099,46602,0.01,0,,,33,4602,0
Africa,OWID_AFR,2/1/2021,236712,36631,,,82180,55718,0.02,0,,,39,5698,0
Africa,OWID_AFR,2/2/2021,295127,37836,,,65305,57648,0.02,0,,,40,6190,0
Africa,OWID_AFR,2/3/2021,347149,38746,5,,58805,57894,0.02,0,0,,41,6493,0
Africa,OWID_AFR,2/4/2021,390474,38746,5,,50984,56995,0.03,0,0,,40,6673,0
Africa,OWID_AFR,2/5/2021,446986,38746,5,,64171,58945,0.03,0,0,,41,6902,0
Africa,OWID_AFR,2/6/2021,504800,39248,1586,,63390,61320,0.04,0,0,,43,7669,0.001
Africa,OWID_AFR,2/7/2021,504800,39248,1586,,51317,62340,0.04,0,0,,44,7505,0.001
Africa,OWID_AFR,2/8/2021,593502,39373,3980,,51317,57920,0.04,0,0,,41,7341,0.001
Africa,OWID_AFR,2/9/2021,661263,39382,6700,,74726,59255,0.05,0,0,,42,7171,0.001
Africa,OWID_AFR,2/10/2021,795836,39385,10335,,141538,71063,0.06,0,0,,50,7056,0
Africa,OWID_AFR,2/11/2021,908796,39611,13867,,119925,80912,0.06,0,0,,57,7065,0
Africa,OWID_AFR,2/12/2021,1165581,39611,13867,,265830,109721,0.08,0,0,,77,7316,0.001
Africa,OWID_AFR,2/13/2021,1446178,43458,14181,,285481,141448,0.1,0,0,,99,7566,0.001
Africa,OWID_AFR,2/14/2021,1446178,43458,14181,,167375,158028,0.1,0,0,,111,7558,0.001
Africa,OWID_AFR,2/15/2021,1766999,43467,16441,,167375,174607,0.12,0,0,,122,7550,0.001
Africa,OWID_AFR,2/16/2021,1965819,43474,18176,,209955,197500,0.14,0,0,,138,11720,0.001
Africa,OWID_AFR,2/17/2021,2147659,47134,19512,,190469,204864,0.15,0,0,,144,12853,0.001
Africa,OWID_AFR,2/18/2021,2304003,50215,22925,,169325,211163,0.16,0,0,,148,13363,0.001
Africa,OWID_AFR,2/19/2021,2514038,2487572,32990,,149640,194769,0.18,0.17,0,,137,15109,0.001
Africa,OWID_AFR,2/20/2021,2616970,2581895,45489,,136386,172687,0.18,0.18,0,,121,108255,0.008
Africa,OWID_AFR,2/21/2021,2623735,2588660,50463,,95674,161551,0.18,0.18,0,,113,92146,0.006
Africa,OWID_AFR,2/22/2021,2745898,2700632,68325,,101548,151261,0.19,0.19,0,,106,89516,0.006
Africa,OWID_AFR,2/23/2021,2854362,2799750,86927,,137376,140359,0.2,0.2,0.01,,98,97995,0.007
Africa,OWID_AFR,2/24/2021,3151789,3091099,102499,,332462,161949,0.22,0.22,0.01,,114,145422,0.01
Africa,OWID_AFR,2/25/2021,3435126,3367981,119792,,313844,183228,0.24,0.24,0.01,,128,174560,0.012
Africa,OWID_AFR,2/26/2021,3677781,3557825,183604,,277597,201588,0.26,0.25,0.01,,141,184247,0.013
Africa,OWID_AFR,2/27/2021,3866524,3681069,252758,,219343,212586,0.27,0.26,0.02,,149,187121,0.013
Africa,OWID_AFR,2/28/2021,3874251,3688796,255982,,142718,218485,0.27,0.26,0.02,,153,188622,0.013
Africa,OWID_AFR,3/1/2021,4092105,3834895,330257,,148405,224535,0.29,0.27,0.02,,157,190401,0.013
Africa,OWID_AFR,3/2/2021,4253030,3934943,394124,,224248,262819,0.3,0.28,0.03,,184,221170,0.016
Africa,OWID_AFR,3/3/2021,4424425,4039134,468861,,233986,244439,0.31,0.28,0.03,,171,194095,0.014
Africa,OWID_AFR,3/4/2021,4570416,4132764,529681,,208948,225141,0.32,0.29,0.04,,158,168228,0.012
Africa,OWID_AFR,3/5/2021,4808377,4283815,624742,,227944,214931,0.34,0.3,0.04,,151,153079,0.011
Africa,OWID_AFR,3/6/2021,5013434,4409872,705135,,263868,216781,0.35,0.31,0.05,,152,152929,0.011
Africa,OWID_AFR,3/7/2021,5054444,4450882,705135,,162402,215080,0.35,0.31,0.05,,151,151112,0.011
Africa,OWID_AFR,3/8/2021,5402720,4724802,779759,,144365,216626,0.38,0.33,0.05,,152,152542,0.011
Africa,OWID_AFR,3/9/2021,5543143,4799463,850734,,232747,216535,0.39,0.34,0.06,,152,151756,0.011
Africa,OWID_AFR,3/10/2021,5883345,5002177,1010055,,331748,232484,0.41,0.35,0.07,,163,157662,0.011
Africa,OWID_AFR,3/11/2021,6071753,5072638,1137129,,274067,241354,0.43,0.36,0.08,,169,157162,0.011
Africa,OWID_AFR,3/12/2021,6381772,5129777,1397210,,395014,263332,0.45,0.36,0.1,,185,155485,0.011
Africa,OWID_AFR,3/13/2021,6785420,5286646,1644318,,379900,278641,0.48,0.37,0.12,,195,146881,0.01
Africa,OWID_AFR,3/14/2021,6801943,5303169,1644318,,224940,285821,0.48,0.37,0.12,,200,138164,0.01
Africa,OWID_AFR,3/15/2021,7194978,5400064,1942667,,278754,304812,0.5,0.38,0.14,,214,141258,0.01
Africa,OWID_AFR,3/16/2021,7430457,5441219,2146524,,319415,316635,0.52,0.38,0.15,,222,134840,0.009
Africa,OWID_AFR,3/17/2021,7632156,5487833,2312736,,276357,308517,0.53,0.38,0.16,,216,124050,0.009
Africa,OWID_AFR,3/18/2021,7819596,5675022,2321849,,242601,306759,0.55,0.4,0.16,,215,122253,0.009
Africa,OWID_AFR,3/19/2021,8102429,5746851,2563824,,248448,286121,0.57,0.4,0.18,,201,120772,0.008
Africa,OWID_AFR,3/20/2021,8194788,5768178,2634856,,196667,258837,0.57,0.4,0.18,,181,120731,0.008
Africa,OWID_AFR,3/21/2021,8216336,5789726,2634856,,163217,248970,0.58,0.41,0.18,,175,125225,0.009
Africa,OWID_AFR,3/22/2021,8338577,5818325,2728498,,162934,231329,0.58,0.41,0.19,,162,121907,0.009
Africa,OWID_AFR,3/23/2021,8484800,5892540,2820695,,216929,216241,0.59,0.41,0.2,,152,123336,0.009
Africa,OWID_AFR,3/24/2021,9420911,6573493,3089404,,450141,240212,0.66,0.46,0.22,,168,133051,0.009
Africa,OWID_AFR,3/25/2021,9709302,6633967,3329642,,419076,265363,0.68,0.46,0.23,,186,142393,0.01
Africa,OWID_AFR,3/26/2021,9977830,6739396,3503614,,365017,283399,0.7,0.47,0.25,,199,153915,0.011
Africa,OWID_AFR,3/27/2021,10303667,6963287,3606163,,291001,296831,0.72,0.49,0.25,,208,162890,0.011
Africa,OWID_AFR,3/28/2021,10562516,7219473,3608826,,244177,308129,0.74,0.51,0.25,,216,171626,0.012
Africa,OWID_AFR,3/29/2021,10775431,7306239,3743035,,256020,321220,0.76,0.51,0.26,,225,182397,0.013
Africa,OWID_AFR,3/30/2021,10972216,7387591,3870510,,337857,338221,0.77,0.52,0.27,,237,194388,0.014
Africa,OWID_AFR,3/31/2021,11476248,7745077,3995049,,338075,325014,0.8,0.54,0.28,,228,201832,0.014
Africa,OWID_AFR,4/1/2021,11729825,7901390,4097537,,356491,317673,0.82,0.55,0.29,,223,210350,0.015
Africa,OWID_AFR,4/2/2021,11883589,7978373,4174318,,258211,301462,0.83,0.56,0.29,,211,206274,0.014
Africa,OWID_AFR,4/3/2021,12018828,8061917,4226013,,236713,293039,0.84,0.57,0.3,,205,204831,0.014
Africa,OWID_AFR,4/4/2021,12082780,8132039,4226289,,211546,287474,0.85,0.57,0.3,,201,203994,0.014
Africa,OWID_AFR,4/5/2021,12236282,8227187,4285890,,209616,279834,0.86,0.58,0.3,,196,200799,0.014
Africa,OWID_AFR,4/6/2021,12575036,8521870,4333474,,277641,270236,0.88,0.6,0.3,,189,200697,0.014
Africa,OWID_AFR,4/7/2021,12960258,8839889,4399278,,288317,262716,0.91,0.62,0.31,,184,201521,0.014
Africa,OWID_AFR,4/8/2021,13685750,9528531,4443032,,346379,261256,0.96,0.67,0.31,,183,208139,0.015
Africa,OWID_AFR,4/9/2021,13840825,9655739,4477593,,284251,292457,0.97,0.68,0.31,,205,246105,0.017
Africa,OWID_AFR,4/10/2021,14000751,9777098,4516916,,280388,294100,0.98,0.69,0.32,,206,249825,0.018
Africa,OWID_AFR,4/11/2021,14150137,9912181,4531219,,227666,291807,0.99,0.69,0.32,,205,249520,0.017
Africa,OWID_AFR,4/12/2021,14259556,10023098,4533119,,247342,292945,1,0.7,0.32,,205,254212,0.018
Africa,OWID_AFR,4/13/2021,14372773,10125649,4546621,,253145,284888,1.01,0.71,0.32,,200,251445,0.018
Africa,OWID_AFR,4/14/2021,14720408,10461361,4558759,,287738,280168,1.03,0.73,0.32,,196,251587,0.018
Africa,OWID_AFR,4/15/2021,14863081,10566041,4589663,,273201,265885,1.04,0.74,0.32,,186,240871,0.017
Africa,OWID_AFR,4/16/2021,15071502,10763273,4600852,,294537,267243,1.06,0.75,0.32,,187,244121,0.017
Africa,OWID_AFR,4/17/2021,15369995,11054635,4607983,,284750,267653,1.08,0.77,0.32,,188,247710,0.017
Africa,OWID_AFR,4/18/2021,15940217,11602017,4630823,,218147,270563,1.12,0.81,0.32,,190,251287,0.018
Africa,OWID_AFR,4/19/2021,16153571,11797570,4648624,,223784,266512,1.13,0.83,0.33,,187,244684,0.017
Africa,OWID_AFR,4/20/2021,16319878,11948593,4663908,,242223,264002,1.14,0.84,0.33,,185,239478,0.017
Africa,OWID_AFR,4/21/2021,16544360,12156917,4680066,,265584,259851,1.16,0.85,0.33,,182,233527,0.016
Africa,OWID_AFR,4/22/2021,16629919,12230662,4691880,,230607,254219,1.17,0.86,0.33,,178,226328,0.016
Africa,OWID_AFR,4/23/2021,16816072,12396061,4712634,,228437,243782,1.18,0.87,0.33,,171,214094,0.015
Africa,OWID_AFR,4/24/2021,16889560,12454391,4727792,,217052,233119,1.18,0.87,0.33,,163,201214,0.014
Africa,OWID_AFR,4/25/2021,16968624,12520417,4740830,,207258,231325,1.19,0.88,0.33,,162,197267,0.014
Africa,OWID_AFR,4/26/2021,17067708,12604522,4755809,,216142,230025,1.2,0.88,0.33,,161,195442,0.014
Africa,OWID_AFR,4/27/2021,17236944,12746364,4783203,,319881,240915,1.21,0.89,0.34,,169,203891,0.014
Africa,OWID_AFR,4/28/2021,18296567,13765816,4828904,,422552,263135,1.28,0.96,0.34,,184,222823,0.016
Africa,OWID_AFR,4/29/2021,18412478,13863896,4856173,,268837,268593,1.29,0.97,0.34,,188,225913,0.016
Africa,OWID_AFR,4/30/2021,18553633,13988174,4883115,,224178,267984,1.3,0.98,0.34,,188,225291,0.016
Africa,OWID_AFR,5/1/2021,18680562,14102882,4896350,,206185,266432,1.31,0.99,0.34,,187,224355,0.016
Africa,OWID_AFR,5/2/2021,18737253,14151042,4904881,,207571,266478,1.31,0.99,0.34,,187,221833,0.016
Africa,OWID_AFR,5/3/2021,18912400,14294356,4947142,,248962,271166,1.33,1,0.35,,190,224175,0.016
Africa,OWID_AFR,5/4/2021,19208526,14534058,5027649,,415277,284796,1.35,1.02,0.35,,200,232430,0.016
Africa,OWID_AFR,5/5/2021,19465156,14750879,5082069,,362292,276189,1.36,1.03,0.36,,194,222439,0.016
Africa,OWID_AFR,5/6/2021,19624727,14884555,5107964,,325177,284153,1.38,1.04,0.36,,199,228161,0.016
Africa,OWID_AFR,5/7/2021,20217766,15433664,5166964,,650779,345109,1.42,1.08,0.36,,242,284718,0.02
Africa,OWID_AFR,5/8/2021,20470293,15587001,5265772,,311412,360157,1.43,1.09,0.37,,252,293255,0.021
Africa,OWID_AFR,5/9/2021,21199764,16063512,5518732,,343944,379652,1.49,1.13,0.39,,266,312187,0.022
Africa,OWID_AFR,5/10/2021,21661168,16498947,5557451,,345354,393436,1.52,1.16,0.39,,276,327460,0.023
Africa,OWID_AFR,5/11/2021,22093409,16908217,5599564,,470660,401362,1.55,1.19,0.39,,281,341899,0.024
Africa,OWID_AFR,5/12/2021,23173673,17830589,5773814,,401217,406939,1.62,1.25,0.4,,285,347633,0.024
Africa,OWID_AFR,5/13/2021,23349102,17994421,5809850,,284891,404600,1.64,1.26,0.41,,284,346142,0.024
Africa,OWID_AFR,5/14/2021,23545212,18156406,5863124,,274146,350222,1.65,1.27,0.41,,245,291619,0.02
Africa,OWID_AFR,5/15/2021,23859298,18397250,5940500,,456098,370322,1.67,1.29,0.42,,260,307164,0.022
Africa,OWID_AFR,5/16/2021,23952426,18481006,5950153,,408324,378950,1.68,1.3,0.42,,266,312418,0.022
Africa,OWID_AFR,5/17/2021,24419391,18880692,6017432,,434800,391159,1.71,1.32,0.42,,274,318077,0.022
Africa,OWID_AFR,5/18/2021,25194293,19509041,6165017,,654070,416792,1.77,1.37,0.43,,292,334262,0.023
Africa,OWID_AFR,5/19/2021,25785942,19970431,6295276,,732993,463617,1.81,1.4,0.44,,325,363584,0.025
Africa,OWID_AFR,5/20/2021,26225226,20334856,6370135,,666409,518121,1.84,1.43,0.45,,363,403400,0.028
Africa,OWID_AFR,5/21/2021,27003443,20849019,6634192,,653142,572262,1.89,1.46,0.46,,401,444510,0.031
Africa,OWID_AFR,5/22/2021,27828521,21569557,6738732,,471065,574398,1.95,1.51,0.47,,403,450339,0.032
Africa,OWID_AFR,5/23/2021,28053599,21770774,6762593,,431781,577751,1.97,1.53,0.47,,405,452552,0.032
Africa,OWID_AFR,5/24/2021,28573801,22217011,6836558,,482096,584507,2,1.56,0.48,,410,457435,0.032
Africa,OWID_AFR,5/25/2021,29272846,22769168,6983446,,854527,613143,2.05,1.6,0.49,,430,466614,0.033
Africa,OWID_AFR,5/26/2021,29659348,23002547,7112926,,624137,597591,2.08,1.61,0.5,,419,448165,0.031
Africa,OWID_AFR,5/27/2021,29882000,23189766,7136486,,644842,594508,2.09,1.63,0.5,,417,438972,0.031
Africa,OWID_AFR,5/28/2021,30063329,23332951,7174630,,604704,587591,2.11,1.64,0.5,,412,424652,0.03
Africa,OWID_AFR,5/29/2021,30663011,23858761,7229614,,523922,595143,2.15,1.67,0.51,,417,413998,0.029
Africa,OWID_AFR,5/30/2021,30985815,24062769,7296977,,498996,604747,2.17,1.69,0.51,,424,399700,0.028
Africa,OWID_AFR,5/31/2021,33013477,24926439,8432047,,551755,614697,2.31,1.75,0.59,,431,392130,0.027
Africa,OWID_AFR,6/1/2021,33811824,25482397,8669747,,617777,580875,2.37,1.79,0.61,,407,355597,0.025
Africa,OWID_AFR,6/2/2021,34313737,25770563,8853952,,625440,581057,2.41,1.81,0.62,,407,347837,0.024
Africa,OWID_AFR,6/3/2021,34777443,26112569,8974842,,702205,590077,2.44,1.83,0.63,,414,351053,0.025
Africa,OWID_AFR,6/4/2021,35024406,26232053,9103131,,441370,566606,2.45,1.84,0.64,,397,332544,0.023
Africa,OWID_AFR,6/5/2021,35258269,26347761,9179236,,362064,543351,2.47,1.85,0.64,,381,316662,0.022
Africa,OWID_AFR,6/6/2021,35499875,26396544,9372059,,469933,539062,2.49,1.85,0.66,,378,312872,0.022
Africa,OWID_AFR,6/7/2021,36082955,26676319,9675364,,541923,537521,2.53,1.87,0.68,,377,307711,0.022
Africa,OWID_AFR,6/8/2021,37188892,27215521,10230768,,828274,567452,2.61,1.91,0.72,,398,315453,0.022
Africa,OWID_AFR,6/9/2021,38220307,27820572,10657132,,714785,580077,2.68,1.95,0.75,,407,309525,0.022
Africa,OWID_AFR,6/10/2021,38836032,28077162,11002402,,641170,571357,2.72,1.97,0.77,,400,284584,0.02
Africa,OWID_AFR,6/11/2021,39209078,28231006,11221604,,598307,594018,2.75,1.98,0.79,,416,286202,0.02
Africa,OWID_AFR,6/12/2021,39520074,28413979,11341272,,357924,593389,2.77,1.99,0.79,,416,283645,0.02
Africa,OWID_AFR,6/13/2021,39608060,28458376,11367224,,492597,596588,2.78,1.99,0.8,,418,282398,0.02
Africa,OWID_AFR,6/14/2021,40472051,28860050,11826935,,552425,598047,2.84,2.02,0.83,,419,282250,0.02
Africa,OWID_AFR,6/15/2021,41466546,29125535,12539755,,606087,566265,2.91,2.04,0.88,,397,265099,0.019
Africa,OWID_AFR,6/16/2021,41795578,29244880,12739901,,473542,531760,2.93,2.05,0.89,,373,248202,0.017
Africa,OWID_AFR,6/17/2021,42179059,29389014,12979248,,612002,527557,2.96,2.06,0.91,,370,251835,0.018
Africa,OWID_AFR,6/18/2021,42520531,29506176,13203558,,556967,521648,2.98,2.07,0.93,,366,253406,0.018
Africa,OWID_AFR,6/19/2021,42651690,29541101,13290305,,368189,523113,2.99,2.07,0.93,,367,256525,0.018
Africa,OWID_AFR,6/20/2021,43315836,30098810,13396618,,601697,538700,3.04,2.11,0.94,,378,275593,0.019
Africa,OWID_AFR,6/21/2021,44038203,30444446,13773349,,614388,547553,3.09,2.13,0.97,,384,283791,0.02
Africa,OWID_AFR,6/22/2021,44160883,30509159,13823958,,551744,539790,3.1,2.14,0.97,,378,296808,0.021
Africa,OWID_AFR,6/23/2021,44801997,30909025,14022864,,530569,547936,3.14,2.17,0.98,,384,319295,0.022
Africa,OWID_AFR,6/24/2021,46139681,31702143,14566440,,566475,541432,3.23,2.22,1.02,,379,322795,0.023
Africa,OWID_AFR,6/25/2021,46505062,31895057,14738907,,582954,545146,3.26,2.24,1.03,,382,327342,0.023
Africa,OWID_AFR,6/26/2021,46700046,31954274,14863481,,366834,544953,3.27,2.24,1.04,,382,324564,0.023
Africa,OWID_AFR,6/27/2021,46983983,32145559,14955922,,479107,527440,3.29,2.25,1.05,,370,316956,0.022
Africa,OWID_AFR,6/28/2021,47874526,32594093,15364225,,401239,496989,3.36,2.28,1.08,,348,296462,0.021
Africa,OWID_AFR,6/29/2021,48142113,32770029,15450256,,560536,498247,3.37,2.3,1.08,,349,286776,0.02
Africa,OWID_AFR,6/30/2021,48664662,33058603,15683683,,612623,509971,3.41,2.32,1.1,,357,281925,0.02
Africa,OWID_AFR,7/1/2021,49084712,33270436,15762643,,553028,508052,3.44,2.33,1.1,,356,280467,0.02
Africa,OWID_AFR,7/2/2021,49245678,33359665,15829509,,437729,487302,3.45,2.34,1.11,,342,274300,0.019
Africa,OWID_AFR,7/3/2021,49524849,33567397,15864814,,375032,488470,3.47,2.35,1.11,,342,281895,0.02
Africa,OWID_AFR,7/4/2021,49901604,33734678,16043230,,410878,478722,3.5,2.36,1.12,,336,271483,0.019
Africa,OWID_AFR,7/5/2021,50939231,34324823,16473540,,490615,491491,3.57,2.41,1.15,,344,291280,0.02
Africa,OWID_AFR,7/6/2021,51379966,34636399,16587472,,462429,477476,3.6,2.43,1.16,,335,294632,0.021
Africa,OWID_AFR,7/7/2021,51641882,34816728,16687675,,557713,469628,3.62,2.44,1.17,,329,283391,0.02
Africa,OWID_AFR,7/8/2021,52257385,34989881,17525832,,537232,467376,3.66,2.45,1.23,,328,270072,0.019
Africa,OWID_AFR,7/9/2021,52552375,35193060,17639747,,560889,484970,3.68,2.47,1.24,,340,274198,0.019
Africa,OWID_AFR,7/10/2021,52672280,35272659,17666560,,364388,483451,3.69,2.47,1.24,,339,264819,0.019
Africa,OWID_AFR,7/11/2021,52770553,35345253,17692239,,408337,483086,3.7,2.48,1.24,,339,259931,0.018
Africa,OWID_AFR,7/12/2021,54370724,36055504,18558618,,718810,515686,3.81,2.53,1.3,,361,265904,0.019
Africa,OWID_AFR,7/13/2021,54935857,36429856,18779230,,722492,552839,3.85,2.55,1.32,,387,281475,0.02
Africa,OWID_AFR,7/14/2021,55237342,36599976,18910595,,778768,584417,3.87,2.57,1.33,,410,315541,0.022
Africa,OWID_AFR,7/15/2021,56501839,37443435,19327655,,1066776,660068,3.96,2.62,1.35,,463,383596,0.027
Africa,OWID_AFR,7/16/2021,56615826,37519051,19366026,,316408,625139,3.97,2.63,1.36,,438,367479,0.026
Africa,OWID_AFR,7/17/2021,56798284,37647144,19420392,,313128,617820,3.98,2.64,1.36,,433,369759,0.026
Africa,OWID_AFR,7/18/2021,57064944,37822779,19509647,,261409,596825,4,2.65,1.37,,418,365278,0.026
Africa,OWID_AFR,7/19/2021,58370967,38559285,20108219,,743016,600288,4.09,2.7,1.41,,421,381338,0.027
Africa,OWID_AFR,7/20/2021,58726324,38814424,20231707,,564460,577708,4.12,2.72,1.42,,405,371477,0.026
Africa,OWID_AFR,7/21/2021,58813194,38880894,20246776,,680305,563646,4.12,2.73,1.42,,395,367054,0.026
Africa,OWID_AFR,7/22/2021,59876939,39637542,20693299,,713791,513218,4.2,2.78,1.45,,360,333139,0.023
Africa,OWID_AFR,7/23/2021,60247707,39917571,20841487,,542756,545552,4.22,2.8,1.46,,382,358127,0.025
Africa,OWID_AFR,7/24/2021,60494809,40074282,20934143,,294622,542909,4.24,2.81,1.47,,381,359348,0.025
Africa,OWID_AFR,7/25/2021,61184510,40442622,21281011,,322722,551667,4.29,2.83,1.49,,387,368304,0.026
Africa,OWID_AFR,7/26/2021,62052214,40865863,21482032,,903333,574570,4.35,2.86,1.51,,403,387308,0.027
Africa,OWID_AFR,7/27/2021,62978566,41740008,21875666,,1076962,647781,4.41,2.93,1.53,,454,449992,0.032
Africa,OWID_AFR,7/28/2021,63729228,42306987,22035180,,1152581,715252,4.47,2.97,1.54,,501,508319,0.036
Africa,OWID_AFR,7/29/2021,64816684,43143301,22487338,,1147327,777189,4.54,3.02,1.58,,545,561183,0.039
Africa,OWID_AFR,7/30/2021,65259221,43436826,22627623,,665770,794759,4.57,3.04,1.59,,557,573547,0.04
Africa,OWID_AFR,7/31/2021,65426371,43565968,22665631,,502558,824466,4.59,3.05,1.59,,578,593989,0.042
Africa,OWID_AFR,8/1/2021,66006115,43725542,22833346,,424121,838949,4.63,3.06,1.6,,588,603198,0.042
Africa,OWID_AFR,8/2/2021,66841904,44396494,23160177,,728696,814002,4.68,3.11,1.62,,571,588195,0.041
Africa,OWID_AFR,8/3/2021,69024922,45907067,23939509,,1794089,916450,4.84,3.22,1.68,,642,644914,0.045
Africa,OWID_AFR,8/4/2021,69456317,46198560,23959510,,846319,872695,4.87,3.24,1.68,,612,602257,0.042
Africa,OWID_AFR,8/5/2021,70451773,46785160,24409646,,817352,825559,4.94,3.28,1.71,,579,559720,0.039
Africa,OWID_AFR,8/6/2021,70846290,47010859,24578464,,882038,856456,4.97,3.29,1.72,,600,578274,0.041
Africa,OWID_AFR,8/7/2021,71238941,47272050,25102295,,656428,878436,4.99,3.31,1.76,,616,596509,0.042
Africa,OWID_AFR,8/8/2021,71949743,47853640,25485480,,604332,904178,5.04,3.35,1.79,,634,622781,0.044
Africa,OWID_AFR,8/9/2021,73792274,49221904,25966877,,1075179,965773,5.17,3.45,1.82,,677,668027,0.047
Africa,OWID_AFR,8/10/2021,74400094,49587594,26304491,,696751,806996,5.21,3.48,1.84,,566,563788,0.04
Africa,OWID_AFR,8/11/2021,74965873,49971920,26481864,,1194161,854668,5.25,3.5,1.86,,599,602181,0.042
Africa,OWID_AFR,8/12/2021,76527694,51008984,27109426,,1308667,922843,5.36,3.58,1.9,,647,653506,0.046
Africa,OWID_AFR,8/13/2021,77485554,51827012,27295001,,898132,923126,5.43,3.63,1.91,,647,659445,0.046
Africa,OWID_AFR,8/14/2021,77742841,52019730,27403177,,637604,918422,5.45,3.65,1.92,,644,652781,0.046
Africa,OWID_AFR,8/15/2021,78071154,52243025,27577376,,853543,952008,5.47,3.66,1.93,,667,678290,0.048
Africa,OWID_AFR,8/16/2021,80687066,53970906,28638137,,1392166,997289,5.66,3.78,2.01,,699,699712,0.049
Africa,OWID_AFR,8/17/2021,81491040,54328536,29089148,,1596908,1125883,5.71,3.81,2.04,,789,746272,0.052
Africa,OWID_AFR,8/18/2021,82876613,55077531,29892570,,1553153,1177170,5.81,3.86,2.1,,825,737217,0.052
Africa,OWID_AFR,8/19/2021,84588280,55928499,30812305,,1589715,1217317,5.93,3.92,2.16,,853,722598,0.051
Africa,OWID_AFR,8/20/2021,89933895,60148898,32201580,,1178241,1257336,6.3,4.22,2.26,,881,731338,0.051
Africa,OWID_AFR,8/21/2021,90333264,60301362,32315419,,1187032,1335827,6.33,4.23,2.26,,936,756386,0.053
Africa,OWID_AFR,8/22/2021,90994632,60539852,32543838,,925072,1346043,6.38,4.24,2.28,,943,737028,0.052
Africa,OWID_AFR,8/23/2021,92120604,61236899,33167006,,1675298,1386487,6.46,4.29,2.32,,972,742257,0.052
Africa,OWID_AFR,8/24/2021,93218220,61801871,33738797,,1859813,1424049,6.53,4.33,2.36,,998,770493,0.054
Africa,OWID_AFR,8/25/2021,96254650,63944392,34825490,,1720743,1447987,6.75,4.48,2.44,,1015,800878,0.056
Africa,OWID_AFR,8/26/2021,96388593,64150537,34851662,,1791416,1476806,6.76,4.5,2.44,,1035,829511,0.058
Africa,OWID_AFR,8/27/2021,99538228,65929460,36356569,,1814658,1567715,6.98,4.62,2.55,,1099,873067,0.061
Africa,OWID_AFR,8/28/2021,100211304,66379848,36554342,,1068036,1550725,7.02,4.65,2.56,,1087,871731,0.061
Africa,OWID_AFR,8/29/2021,101629709,67261709,37393287,,1815310,1677898,7.12,4.71,2.62,,1176,958326,0.067
Africa,OWID_AFR,8/30/2021,102207774,67658096,37670022,,1354318,1632042,7.16,4.74,2.64,,1144,939400,0.066
Africa,OWID_AFR,8/31/2021,103603952,68497000,38291814,,1481548,1578006,7.26,4.8,2.68,,1106,914078,0.064
Africa,OWID_AFR,9/1/2021,105819080,69976160,39236224,,1581445,1558105,7.42,4.9,2.75,,1092,894677,0.063
Africa,OWID_AFR,9/2/2021,106231813,70191354,39428739,,1485059,1514336,7.45,4.92,2.76,,1061,872974,0.061
Africa,OWID_AFR,9/3/2021,106847527,70534148,39688353,,1285781,1438783,7.49,4.94,2.78,,1008,840403,0.059
