location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Oceania,OWID_OCE,4/6/2023,82812215,28957468,27962142,24023708,96,276,183.87,64.29,62.08,53.34,6,92,0
Oceania,OWID_OCE,4/7/2023,82812215,28957468,27962142,24023708,96,231,183.87,64.29,62.08,53.34,5,78,0
Oceania,OWID_OCE,4/8/2023,82812215,28957468,27962142,24023708,96,186,183.87,64.29,62.08,53.34,4,64,0
Oceania,OWID_OCE,4/9/2023,82812215,28957468,27962142,24023708,96,140,183.87,64.29,62.08,53.34,3,49,0
Oceania,OWID_OCE,4/10/2023,82812215,28957468,27962142,24023708,96,96,183.87,64.29,62.08,53.34,2,35,0
Oceania,OWID_OCE,4/11/2023,82813010,28957780,27962466,24023857,96,96,183.87,64.3,62.09,53.34,2,35,0
Oceania,OWID_OCE,4/12/2023,82813010,28957780,27962466,24023857,265,110,183.87,64.3,62.09,53.34,2,38,0
Oceania,OWID_OCE,4/13/2023,82813010,28957780,27962466,24023857,265,135,183.87,64.3,62.09,53.34,3,50,0
Oceania,OWID_OCE,4/14/2023,82813010,28957780,27962466,24023857,265,161,183.87,64.3,62.09,53.34,4,62,0
Oceania,OWID_OCE,4/15/2023,82813010,28957780,27962466,24023857,265,187,183.87,64.3,62.09,53.34,4,74,0
Oceania,OWID_OCE,4/16/2023,82813010,28957780,27962466,24023857,265,212,183.87,64.3,62.09,53.34,5,85,0
Oceania,OWID_OCE,4/17/2023,82813252,28957783,27962480,24024073,265,239,183.87,64.3,62.09,53.34,5,97,0
Oceania,OWID_OCE,4/18/2023,82813252,28957783,27962480,24024073,234,239,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/19/2023,82813252,28957783,27962480,24024073,234,238,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/20/2023,82813252,28957783,27962480,24024073,234,237,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/21/2023,82813252,28957783,27962480,24024073,234,237,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/22/2023,82813252,28957783,27962480,24024073,234,236,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/23/2023,82813252,28957783,27962480,24024073,234,235,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/24/2023,82813321,28957783,27962484,24024138,234,234,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/25/2023,82813321,28957783,27962484,24024138,231,233,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/26/2023,82813321,28957783,27962484,24024138,231,233,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/27/2023,82813321,28957783,27962484,24024138,231,233,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/28/2023,82813321,28957783,27962484,24024138,231,232,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/29/2023,82813321,28957783,27962484,24024138,231,232,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,4/30/2023,82813321,28957783,27962484,24024138,231,232,183.87,64.3,62.09,53.34,5,108,0
Oceania,OWID_OCE,5/1/2023,82818309,28959949,27965117,24024326,231,231,183.88,64.3,62.09,53.34,5,109,0
Oceania,OWID_OCE,5/2/2023,82818309,28959949,27965117,24024326,4,7,183.88,64.3,62.09,53.34,0,0,0
Oceania,OWID_OCE,5/3/2023,82818309,28959949,27965117,24024326,4,6,183.88,64.3,62.09,53.34,0,0,0
Oceania,OWID_OCE,5/4/2023,82818309,28959949,27965117,24024326,4,6,183.88,64.3,62.09,53.34,0,0,0
Oceania,OWID_OCE,5/5/2023,82818309,28959949,27965117,24024326,4,5,183.88,64.3,62.09,53.34,0,0,0
Oceania,OWID_OCE,5/6/2023,82818309,28959949,27965117,24024326,4,5,183.88,64.3,62.09,53.34,0,0,0
Oceania,OWID_OCE,5/7/2023,82818309,28959949,27965117,24024326,4,4,183.88,64.3,62.09,53.34,0,0,0
Oceania,OWID_OCE,5/8/2023,82818309,28959949,27965117,24024326,4,4,183.88,64.3,62.09,53.34,0,0,0
Oceania,OWID_OCE,5/9/2023,82818337,28959949,27965117,24024354,4,4,183.88,64.3,62.09,53.34,0,0,0
South America,OWID_SAM,12/24/2020,420,420,,,0,0,0,0,,,0,0,0
South America,OWID_SAM,12/25/2020,5199,5199,,,4779,4779,0,0,,,11,4779,0.001
South America,OWID_SAM,12/26/2020,8339,8339,,,3140,3960,0,0,,,9,3960,0.001
South America,OWID_SAM,12/27/2020,8648,8648,,,309,2743,0,0,,,6,2743,0.001
South America,OWID_SAM,12/28/2020,8648,8648,,,51,2070,0,0,,,5,2070,0
South America,OWID_SAM,12/29/2020,29141,29138,2,1,51,1666,0.01,0.01,0,0,4,1666,0
South America,OWID_SAM,12/30/2020,49242,49234,7,1,20152,21498,0.01,0.01,0,0,49,21493,0.005
South America,OWID_SAM,12/31/2020,52048,52040,7,1,2857,12658,0.01,0.01,0,0,29,12655,0.003
South America,OWID_SAM,1/1/2021,52177,52169,7,1,180,8208,0.01,0.01,0,0,19,8206,0.002
South America,OWID_SAM,1/2/2021,55489,55478,10,1,3363,6675,0.01,0.01,0,0,15,6673,0.002
South America,OWID_SAM,1/3/2021,55935,55919,11,5,497,5410,0.01,0.01,0,0,12,5407,0.001
South America,OWID_SAM,1/4/2021,66803,66781,15,7,10514,6261,0.02,0.02,0,0,14,6257,0.001
South America,OWID_SAM,1/5/2021,78978,78953,18,7,12175,7105,0.02,0.02,0,0,16,7102,0.002
South America,OWID_SAM,1/6/2021,89304,89275,18,11,10326,5702,0.02,0.02,0,0,13,5699,0.001
South America,OWID_SAM,1/7/2021,107537,107500,21,16,18233,7898,0.02,0.02,0,0,18,7894,0.002
South America,OWID_SAM,1/8/2021,135432,135387,28,17,27894,11858,0.03,0.03,0,0,27,11853,0.003
South America,OWID_SAM,1/9/2021,145642,145594,30,18,10210,12835,0.03,0.03,0,0,29,12830,0.003
South America,OWID_SAM,1/10/2021,146822,146769,30,23,1179,12933,0.03,0.03,0,0,30,12928,0.003
South America,OWID_SAM,1/11/2021,166654,166594,35,25,19832,14264,0.04,0.04,0,0,33,14259,0.003
South America,OWID_SAM,1/12/2021,186050,185970,45,35,19912,15370,0.04,0.04,0,0,35,15288,0.003
South America,OWID_SAM,1/13/2021,203861,202745,1079,37,17294,16365,0.05,0.05,0,0,37,16210,0.004
South America,OWID_SAM,1/14/2021,227429,221511,5877,41,23568,17127,0.05,0.05,0,0,39,16287,0.004
South America,OWID_SAM,1/15/2021,248307,239908,8358,41,20878,16125,0.06,0.05,0,0,37,14932,0.003
South America,OWID_SAM,1/16/2021,254282,245815,8426,41,5975,15520,0.06,0.06,0,0,36,14317,0.003
South America,OWID_SAM,1/17/2021,255457,246985,8429,43,6588,16292,0.06,0.06,0,0,37,15090,0.003
South America,OWID_SAM,1/18/2021,277336,268852,8433,51,16354,16650,0.06,0.06,0,0,38,15446,0.004
South America,OWID_SAM,1/19/2021,322378,308452,13869,57,45042,24177,0.07,0.07,0,0,55,22273,0.005
South America,OWID_SAM,1/20/2021,443436,415988,27391,57,121041,54341,0.1,0.1,0.01,0,124,50580,0.012
South America,OWID_SAM,1/21/2021,551477,514710,36710,57,108041,69580,0.13,0.12,0.01,0,159,65173,0.015
South America,OWID_SAM,1/22/2021,830487,789518,40911,58,279010,110914,0.19,0.18,0.01,0,254,106261,0.024
South America,OWID_SAM,1/23/2021,945473,901668,43746,59,115459,113167,0.22,0.21,0.01,0,259,108052,0.025
South America,OWID_SAM,1/24/2021,986463,942446,43958,59,42097,104342,0.23,0.22,0.01,0,239,99131,0.023
South America,OWID_SAM,1/25/2021,1191176,1138661,52456,59,203132,130838,0.27,0.26,0.01,0,300,124548,0.029
South America,OWID_SAM,1/26/2021,1449352,1388748,60545,59,258176,161133,0.33,0.32,0.01,0,369,154464,0.035
South America,OWID_SAM,1/27/2021,1742006,1675346,66601,59,292654,185510,0.4,0.38,0.02,0,425,179909,0.041
South America,OWID_SAM,1/28/2021,1993830,1912564,81206,60,251826,206050,0.46,0.44,0.02,0,472,199693,0.046
South America,OWID_SAM,1/29/2021,2378344,2275030,103254,60,384511,221123,0.54,0.52,0.02,0,506,212216,0.049
South America,OWID_SAM,1/30/2021,2510370,2397943,112366,61,132047,223492,0.57,0.55,0.03,0,512,213756,0.049
South America,OWID_SAM,1/31/2021,2548634,2435589,112983,62,38243,222942,0.58,0.56,0.03,0,510,213215,0.049
South America,OWID_SAM,2/1/2021,2777991,2647684,130244,63,229357,226687,0.64,0.61,0.03,0,519,215574,0.049
South America,OWID_SAM,2/2/2021,3047017,2898467,148486,64,267437,228011,0.7,0.66,0.03,0,522,215446,0.049
South America,OWID_SAM,2/3/2021,3529067,3364303,164700,64,482050,256756,0.81,0.77,0.04,0,588,242741,0.056
South America,OWID_SAM,2/4/2021,4007884,3823158,184661,65,478817,288775,0.92,0.88,0.04,0,661,273995,0.063
South America,OWID_SAM,2/5/2021,4539194,4332679,206452,65,531310,309578,1.04,0.99,0.05,0,709,294835,0.067
South America,OWID_SAM,2/6/2021,4730492,4498406,232023,65,191298,317579,1.08,1.03,0.05,0,727,300485,0.069
South America,OWID_SAM,2/7/2021,4792492,4553578,238851,65,62001,320678,1.1,1.04,0.05,0,734,302696,0.069
South America,OWID_SAM,2/8/2021,5265061,4999477,265519,67,472757,355433,1.21,1.14,0.06,0,814,336107,0.077
South America,OWID_SAM,2/9/2021,5852039,5544093,307881,67,583311,400355,1.34,1.27,0.07,0,917,377584,0.086
South America,OWID_SAM,2/10/2021,6452025,6101007,350953,67,600172,431442,1.48,1.4,0.08,0,988,404835,0.093
South America,OWID_SAM,2/11/2021,7049156,6651460,397631,67,597335,452228,1.61,1.52,0.09,0,1035,421803,0.097
South America,OWID_SAM,2/12/2021,7756362,7277868,478429,67,707577,475235,1.78,1.67,0.11,0,1088,436380,0.1
South America,OWID_SAM,2/13/2021,7919612,7422613,496934,67,163621,466327,1.81,1.7,0.11,0,1068,428481,0.098
South America,OWID_SAM,2/14/2021,7986569,7465803,520701,67,67328,462241,1.83,1.71,0.12,0,1058,421975,0.097
South America,OWID_SAM,2/15/2021,8583434,7994679,588689,68,595052,476386,1.96,1.83,0.13,0,1091,430217,0.098
South America,OWID_SAM,2/16/2021,9085987,8225033,860888,68,502806,462033,2.08,1.88,0.2,0,1058,383026,0.088
South America,OWID_SAM,2/17/2021,9625648,8593629,1031935,68,539819,453387,2.2,1.97,0.24,0,1038,356102,0.082
South America,OWID_SAM,2/18/2021,10214223,8988350,1215871,69,588821,460674,2.34,2.06,0.28,0,1055,333864,0.076
South America,OWID_SAM,2/19/2021,10749518,9342231,1385912,70,535541,435194,2.46,2.14,0.32,0,996,294908,0.068
South America,OWID_SAM,2/20/2021,10967529,9470766,1463555,70,218111,441681,2.51,2.17,0.34,0,1011,292551,0.067
South America,OWID_SAM,2/21/2021,11079553,9537682,1501976,70,112354,446065,2.54,2.18,0.34,0,1021,295917,0.068
South America,OWID_SAM,2/22/2021,11563579,9891360,1626985,70,482400,428282,2.65,2.26,0.37,0,980,270925,0.062
South America,OWID_SAM,2/23/2021,12030986,10209403,1773365,70,469540,422731,2.75,2.34,0.41,0,968,284363,0.065
South America,OWID_SAM,2/24/2021,12486257,10492278,1943385,72,457404,409715,2.86,2.4,0.44,0,938,272294,0.062
South America,OWID_SAM,2/25/2021,13010382,10825808,2118346,73,526258,400661,2.98,2.48,0.48,0,917,263707,0.06
South America,OWID_SAM,2/26/2021,13432756,11091885,2259467,73,430109,385466,3.08,2.54,0.52,0,882,252031,0.058
South America,OWID_SAM,2/27/2021,13623440,11216133,2293194,73,186832,380880,3.12,2.57,0.52,0,872,250804,0.057
South America,OWID_SAM,2/28/2021,13679316,11246900,2301766,74,66609,374263,3.13,2.57,0.53,0,857,246983,0.057
South America,OWID_SAM,3/1/2021,14313523,11743270,2421048,75,644941,403842,3.28,2.69,0.55,0,925,275402,0.063
South America,OWID_SAM,3/2/2021,15067340,12324894,2572755,77,738747,442100,3.45,2.82,0.59,0,1012,310547,0.071
South America,OWID_SAM,3/3/2021,15974999,12878577,2904870,77,922433,508079,3.66,2.95,0.67,0,1163,350566,0.08
South America,OWID_SAM,3/4/2021,16925910,13459301,3260060,79,953648,566940,3.87,3.08,0.75,0,1298,383748,0.088
South America,OWID_SAM,3/5/2021,17842769,13986113,3616730,80,930521,636540,4.08,3.2,0.83,0,1457,420004,0.096
South America,OWID_SAM,3/6/2021,18290985,14286958,3733540,81,411313,666888,4.19,3.27,0.85,0,1527,438785,0.1
South America,OWID_SAM,3/7/2021,18461002,14386470,3775056,81,171088,681812,4.23,3.29,0.86,0,1561,447301,0.102
South America,OWID_SAM,3/8/2021,19409298,14956777,4136366,85,949267,725290,4.44,3.42,0.95,0,1660,456542,0.105
South America,OWID_SAM,3/9/2021,20445387,15519144,4523071,87,1037110,767913,4.68,3.55,1.04,0,1758,455941,0.104
South America,OWID_SAM,3/10/2021,21565903,16108989,4976587,87,1121537,796354,4.94,3.69,1.14,0,1823,459164,0.105
South America,OWID_SAM,3/11/2021,22790455,16787513,5413655,90,1225573,835201,5.22,3.84,1.24,0,1912,472914,0.108
South America,OWID_SAM,3/12/2021,23943773,17389468,5860735,91,1154339,867176,5.48,3.98,1.34,0,1985,481864,0.11
South America,OWID_SAM,3/13/2021,24401273,18339666,6061526,92,458521,873919,5.59,4.2,1.39,0,2001,472970,0.108
South America,OWID_SAM,3/14/2021,24547256,18456840,6090335,92,147004,870479,5.62,4.23,1.39,0,1993,522285,0.12
South America,OWID_SAM,3/15/2021,25738206,19202515,6535609,93,1191971,905151,5.89,4.4,1.5,0,2072,543380,0.124
South America,OWID_SAM,3/16/2021,26847440,19897634,6949724,93,1110255,915599,6.15,4.56,1.59,0,2096,553772,0.127
South America,OWID_SAM,3/17/2021,27919058,20577231,7341745,94,1072639,908615,6.39,4.71,1.68,0,2080,556138,0.127
South America,OWID_SAM,3/18/2021,28978280,21273902,7704291,98,1060243,884996,6.63,4.87,1.76,0,2026,550558,0.126
South America,OWID_SAM,3/19/2021,30111514,22106510,8004917,99,1111387,878861,6.89,5.06,1.83,0,2012,572437,0.131
South America,OWID_SAM,3/20/2021,30557952,22486772,8071093,99,447976,877354,7,5.15,1.85,0,2009,590272,0.135
South America,OWID_SAM,3/21/2021,30716169,22619180,8096900,101,160690,879308,7.03,5.18,1.85,0,2013,592656,0.136
South America,OWID_SAM,3/22/2021,31790402,23447435,8342877,104,1074836,862574,7.28,5.37,1.91,0,1975,604393,0.138
South America,OWID_SAM,3/23/2021,32896455,24336574,8559789,108,1107591,862195,7.53,5.57,1.96,0,1974,632184,0.145
South America,OWID_SAM,3/24/2021,34062176,25291436,8770648,108,1167259,875711,7.8,5.79,2.01,0,2005,671580,0.154
South America,OWID_SAM,3/25/2021,35346013,26330062,9015857,111,1287367,908159,8.09,6.03,2.06,0,2079,720791,0.165
South America,OWID_SAM,3/26/2021,36819649,27582368,9237187,111,1470697,959490,8.43,6.31,2.11,0,2197,783448,0.179
South America,OWID_SAM,3/27/2021,37448139,28138490,9309554,111,642068,987217,8.57,6.44,2.13,0,2260,810271,0.185
South America,OWID_SAM,3/28/2021,37822478,28470486,9351896,112,387917,1019678,8.66,6.52,2.14,0,2334,840349,0.192
South America,OWID_SAM,3/29/2021,39408316,29739929,9668288,119,1600028,1094702,9.02,6.81,2.21,0,2506,905297,0.207
South America,OWID_SAM,3/30/2021,40903807,30875177,10028528,124,1508457,1151970,9.36,7.07,2.3,0,2637,942067,0.216
South America,OWID_SAM,3/31/2021,42500993,32107307,10393583,125,1593574,1212872,9.73,7.35,2.38,0,2777,980922,0.225
South America,OWID_SAM,4/1/2021,44122914,33332939,10789872,126,1637504,1262894,10.1,7.63,2.47,0,2891,1009337,0.231
South America,OWID_SAM,4/2/2021,44688205,33803851,10884251,128,495548,1123586,10.23,7.74,2.49,0,2572,888147,0.203
South America,OWID_SAM,4/3/2021,45243669,34249058,10994508,128,565973,1112714,10.36,7.84,2.52,0,2547,871863,0.2
South America,OWID_SAM,4/4/2021,45661461,34606151,11055204,131,436088,1119598,10.45,7.92,2.53,0,2563,876123,0.201
South America,OWID_SAM,4/5/2021,47053447,35498941,11554399,133,1410282,1092490,10.77,8.13,2.65,0,2501,822901,0.188
South America,OWID_SAM,4/6/2021,48697881,36653067,12044707,135,1768651,1129663,11.15,8.39,2.76,0,2586,832990,0.191
South America,OWID_SAM,4/7/2021,50437750,37856561,12581080,138,1647832,1137412,11.55,8.67,2.88,0,2604,825015,0.189
South America,OWID_SAM,4/8/2021,52180301,38969562,13210628,142,1761514,1155126,11.95,8.92,3.02,0,2644,809425,0.185
South America,OWID_SAM,4/9/2021,53777234,39801761,13975359,148,1613319,1314809,12.31,9.11,3.2,0,3010,873360,0.2
South America,OWID_SAM,4/10/2021,54581316,40363559,14217642,151,821898,1351371,12.5,9.24,3.25,0,3094,891081,0.204
South America,OWID_SAM,4/11/2021,54928764,40638948,14289701,153,411677,1347884,12.57,9.3,3.27,0,3086,878420,0.201
South America,OWID_SAM,4/12/2021,56689463,41743171,14946177,154,1560868,1369396,12.98,9.56,3.42,0,3135,885032,0.203
South America,OWID_SAM,4/13/2021,58344725,42736988,15607621,159,1660415,1353931,13.36,9.78,3.57,0,3100,853618,0.195
South America,OWID_SAM,4/14/2021,59924998,43665390,16259492,163,1585671,1345053,13.72,10,3.72,0,3079,819500,0.188
South America,OWID_SAM,4/15/2021,61351595,44436290,16915187,169,1486146,1305703,14.05,10.17,3.87,0,2989,773209,0.177
South America,OWID_SAM,4/16/2021,62925924,45132657,17793148,173,1512947,1291366,14.41,10.33,4.07,0,2956,745955,0.171
South America,OWID_SAM,4/17/2021,63854086,45633946,18220021,175,935105,1307541,14.62,10.45,4.17,0,2993,735737,0.168
South America,OWID_SAM,4/18/2021,64205507,45871842,18333546,175,358364,1299924,14.7,10.5,4.2,0,2976,729747,0.167
South America,OWID_SAM,4/19/2021,65794227,46619794,19174313,176,1595663,1304898,15.06,10.67,4.39,0,2987,700823,0.16
South America,OWID_SAM,4/20/2021,67351117,47393762,19957232,191,1563833,1291101,15.42,10.85,4.57,0,2956,669674,0.153
South America,OWID_SAM,4/21/2021,68561572,48110078,20451372,192,1216604,1238380,15.7,11.01,4.68,0,2835,639477,0.146
South America,OWID_SAM,4/22/2021,69994912,48837507,21157281,200,1440124,1231806,16.02,11.18,4.84,0,2820,628924,0.144
South America,OWID_SAM,4/23/2021,72456879,50167214,22289538,210,2429118,1362687,16.59,11.48,5.1,0,3120,720366,0.165
South America,OWID_SAM,4/24/2021,73156604,50573889,22582588,211,705547,1329894,16.75,11.58,5.17,0,3045,706660,0.162
South America,OWID_SAM,4/25/2021,73417789,50742555,22675107,214,267588,1316925,16.81,11.62,5.19,0,3015,696666,0.159
South America,OWID_SAM,4/26/2021,75101746,51606734,23494881,222,1764210,1341003,17.19,11.81,5.38,0,3070,719232,0.165
South America,OWID_SAM,4/27/2021,77279641,52688916,24590591,227,2094858,1416864,17.69,12.06,5.63,0,3244,755059,0.173
South America,OWID_SAM,4/28/2021,78988015,53534023,25453857,230,1712827,1487752,18.08,12.26,5.83,0,3406,773237,0.177
South America,OWID_SAM,4/29/2021,80677341,54410815,26266390,238,1694313,1524067,18.47,12.46,6.01,0,3489,794338,0.182
South America,OWID_SAM,4/30/2021,82283588,55266775,27016672,245,1611234,1407225,18.84,12.65,6.18,0,3222,731919,0.168
South America,OWID_SAM,5/1/2021,82824983,55591410,27233432,245,544780,1384259,18.96,12.73,6.23,0,3169,719898,0.165
South America,OWID_SAM,5/2/2021,83159697,55804052,27355504,245,339612,1394547,19.04,12.78,6.26,0,3193,726013,0.166
South America,OWID_SAM,5/3/2021,84556756,56586940,27969672,256,1577223,1367836,19.36,12.95,6.4,0,3131,719795,0.165
South America,OWID_SAM,5/4/2021,86079958,57457278,28622535,262,1702032,1311716,19.71,13.15,6.55,0,3003,708914,0.162
South America,OWID_SAM,5/5/2021,87598678,58405135,29193392,276,1699306,1309784,20.05,13.37,6.68,0,2998,735341,0.168
South America,OWID_SAM,5/6/2021,89202568,59555842,29646573,284,1757782,1318852,20.42,13.63,6.79,0,3019,782332,0.179
South America,OWID_SAM,5/7/2021,91602134,61003171,30598808,292,1703399,1332020,20.97,13.97,7,0,3049,819866,0.188
South America,OWID_SAM,5/8/2021,92144723,61385415,30759153,292,676603,1350851,21.09,14.05,7.04,0,3092,836542,0.192
South America,OWID_SAM,5/9/2021,92323864,61506812,30816895,296,314077,1347203,21.14,14.08,7.05,0,3084,831861,0.19
South America,OWID_SAM,5/10/2021,94122681,62572119,31550404,300,1551606,1343545,21.55,14.32,7.22,0,3076,843728,0.193
South America,OWID_SAM,5/11/2021,95719209,63550528,32168520,307,1601317,1329155,21.91,14.55,7.36,0,3043,847304,0.194
South America,OWID_SAM,5/12/2021,97450711,64617212,32833335,319,1738992,1334826,22.31,14.79,7.52,0,3056,852527,0.195
South America,OWID_SAM,5/13/2021,98906995,65570358,33336470,328,1462057,1292579,22.64,15.01,7.63,0,2959,816159,0.187
South America,OWID_SAM,5/14/2021,100271041,66479155,33791716,346,1536408,1268722,22.95,15.22,7.74,0,2904,800391,0.183
South America,OWID_SAM,5/15/2021,101201467,67075566,34125729,352,771328,1282255,23.17,15.36,7.81,0,2935,808183,0.185
South America,OWID_SAM,5/16/2021,101687649,67376032,34311444,357,494108,1307972,23.28,15.42,7.85,0,2994,825398,0.189
South America,OWID_SAM,5/17/2021,103119442,68342966,34776299,366,1437130,1291621,23.61,15.65,7.96,0,2957,827873,0.19
South America,OWID_SAM,5/18/2021,104805933,69532555,35273199,372,1694723,1304964,23.99,15.92,8.08,0,2987,858477,0.197
South America,OWID_SAM,5/19/2021,106360008,70687148,35672677,383,1493107,1269838,24.35,16.18,8.17,0,2907,861308,0.197
South America,OWID_SAM,5/20/2021,108109235,71938042,36171005,400,1772508,1314187,24.75,16.47,8.28,0,3009,905382,0.207
South America,OWID_SAM,5/21/2021,109495476,72873324,36621960,412,1522804,1312244,25.07,16.68,8.38,0,3004,908070,0.208
South America,OWID_SAM,5/22/2021,110420504,73497637,36922673,419,837938,1321758,25.28,16.83,8.45,0,3026,916165,0.21
South America,OWID_SAM,5/23/2021,111551222,74303615,37247411,423,1151090,1415614,25.54,17.01,8.53,0,3241,989520,0.227
South America,OWID_SAM,5/24/2021,113033210,75330895,37702118,433,1506440,1425514,25.88,17.25,8.63,0,3263,999787,0.229
South America,OWID_SAM,5/25/2021,114645383,76431825,38213359,445,1542163,1403721,26.25,17.5,8.75,0,3214,983084,0.225
South America,OWID_SAM,5/26/2021,116272031,77605355,38666474,458,1648707,1425950,26.62,17.77,8.85,0,3264,996868,0.228
South America,OWID_SAM,5/27/2021,117629137,78527008,39101921,471,1653221,1408910,26.93,17.98,8.95,0,3225,985761,0.226
South America,OWID_SAM,5/28/2021,119372566,79778123,39594230,482,2037370,1482419,27.33,18.26,9.06,0,3394,1054816,0.241
South America,OWID_SAM,5/29/2021,121081709,81178451,39903042,493,1185265,1532036,27.72,18.58,9.13,0,3507,1105736,0.253
South America,OWID_SAM,5/30/2021,121592395,81586474,40005704,498,533489,1443808,27.84,18.68,9.16,0,3305,1049088,0.24
South America,OWID_SAM,5/31/2021,123447483,83057734,40389602,509,1877891,1496871,28.26,19.01,9.25,0,3427,1112515,0.255
South America,OWID_SAM,6/1/2021,125364220,84540723,40833737,533,1937309,1553321,28.7,19.35,9.35,0,3556,1172318,0.268
South America,OWID_SAM,6/2/2021,127702587,86350866,41385286,549,2331415,1650850,29.23,19.77,9.47,0,3779,1260892,0.289
South America,OWID_SAM,6/3/2021,129276442,87627046,41722595,563,1595829,1642654,29.6,20.06,9.55,0,3761,1275620,0.292
South America,OWID_SAM,6/4/2021,131040215,89083414,42064371,589,1789075,1607182,30,20.39,9.63,0,3679,1269408,0.291
South America,OWID_SAM,6/5/2021,132387585,90223912,42280583,624,1355394,1631486,30.31,20.65,9.68,0,3735,1302852,0.298
South America,OWID_SAM,6/6/2021,133009204,90770669,42357234,638,642254,1647024,30.45,20.78,9.7,0,3771,1322493,0.303
South America,OWID_SAM,6/7/2021,134666810,92069437,42744094,646,1678241,1618504,30.83,21.08,9.79,0,3705,1297675,0.297
South America,OWID_SAM,6/8/2021,137166633,93997933,43335479,667,2520458,1701810,31.4,21.52,9.92,0,3896,1361254,0.312
South America,OWID_SAM,6/9/2021,139541110,95902374,43822284,678,2386306,1709648,31.95,21.95,10.03,0,3914,1376329,0.315
South America,OWID_SAM,6/10/2021,141596938,97535201,44258449,692,2335108,1815262,32.42,22.33,10.13,0,4156,1453720,0.333
South America,OWID_SAM,6/11/2021,144720995,99858566,45063180,703,2467599,1912195,33.13,22.86,10.32,0,4378,1512559,0.346
South America,OWID_SAM,6/12/2021,146075809,100880062,45396885,717,1428373,1922622,33.44,23.09,10.39,0,4401,1503796,0.344
South America,OWID_SAM,6/13/2021,146777160,101420092,45558251,731,784829,1942989,33.6,23.22,10.43,0,4448,1511205,0.346
South America,OWID_SAM,6/14/2021,148777587,102952418,46030528,745,2083905,2000938,34.06,23.57,10.54,0,4581,1552938,0.356
South America,OWID_SAM,6/15/2021,150917012,104615099,46510861,761,2521324,2001063,34.55,23.95,10.65,0,4581,1544520,0.354
South America,OWID_SAM,6/16/2021,153013558,106265231,46961298,787,2463220,2012053,35.03,24.33,10.75,0,4606,1537405,0.352
South America,OWID_SAM,6/17/2021,157016159,109303378,47928793,805,3493352,2177515,35.95,25.02,10.97,0,4985,1678083,0.384
South America,OWID_SAM,6/18/2021,160182253,111967880,48432753,820,3013151,2255452,36.67,25.63,11.09,0,5163,1752960,0.401
South America,OWID_SAM,6/19/2021,162263765,113484142,48998278,830,1779387,2305595,37.15,25.98,11.22,0,5278,1794316,0.411
South America,OWID_SAM,6/20/2021,163123511,114155949,49186228,835,880321,2319237,37.34,26.13,11.26,0,5309,1805314,0.413
South America,OWID_SAM,6/21/2021,165376504,115920518,49674731,850,2268014,2345537,37.86,26.54,11.37,0,5370,1830752,0.419
South America,OWID_SAM,6/22/2021,168084352,117863034,50443825,871,2736020,2376209,38.48,26.98,11.55,0,5440,1842642,0.422
South America,OWID_SAM,6/23/2021,170644594,119714434,51165103,882,2583311,2393364,39.07,27.41,11.71,0,5479,1843725,0.422
South America,OWID_SAM,6/24/2021,173345600,121615165,52028979,907,2726626,2283834,39.68,27.84,11.91,0,5228,1715943,0.393
South America,OWID_SAM,6/25/2021,176191271,123753133,52776623,933,2698529,2238887,40.34,28.33,12.08,0,5125,1659428,0.38
South America,OWID_SAM,6/26/2021,177844229,124999445,53249435,954,1760639,2236208,40.71,28.62,12.19,0,5119,1656639,0.379
South America,OWID_SAM,6/27/2021,178569258,125516057,53528684,960,828053,2228742,40.88,28.73,12.25,0,5102,1647007,0.377
South America,OWID_SAM,6/28/2021,180685328,127071707,54216860,1003,2221423,2222085,41.36,29.09,12.41,0,5087,1629917,0.373
South America,OWID_SAM,6/29/2021,183874616,129430866,55368604,1020,3291322,2301415,42.09,29.63,12.68,0,5269,1701221,0.389
South America,OWID_SAM,6/30/2021,186516486,131345798,56272625,1045,2744382,2324425,42.7,30.07,12.88,0,5321,1722530,0.394
South America,OWID_SAM,7/1/2021,189266059,133288896,57227545,1077,2853694,2342578,43.33,30.51,13.1,0,5363,1740705,0.398
